Date,Weekday,Energy_3d,Energy_10d,Energy_50d,Energy_delta_50d_3d,Energy_delta_50d_10d,Temp,Precip,Temp_7d_avg,Precip_7d_avg,Last_Year_Usage,30d_MA,8w_DayOfWeek_Avg,Mean_Diff,Std_Dev_Diff,Anomaly_Flag
1/24/21,Sunday,715.0503627573087,1240.2198093429936,1409.581933433384,0.97130441,0.136558151,28.80594062433687,0.4928880927264534,22.86280002856887,9.930687698206066,1350.1841566697435,,937.6334637569388,-18.08177923,7.612122923685453,0
1/25/21,Monday,891.1234550949634,1410.1308792015225,1405.9915704480998,0.577774171,-0.002935407,19.998431636941127,13.933779757463938,22.70784385,10.09520524357318,1592.2460987173315,,1041.4738385832827,11.825943590698891,6.132373872842113,0
1/26/21,Tuesday,1022.1845179419732,1421.1051865915967,1553.1756459304097,0.519467003,0.092935034,14.090629372895993,14.506527814717563,22.59632853585678,11.193389292410007,1557.7729894039373,,925.1507692947531,-19.79298303,4.752014052584863,0
1/27/21,Wednesday,769.8012845155395,1437.406061112076,1412.656052791881,0.835091836,-0.017218522,22.247369564161534,16.727571548207987,22.13108033186371,10.732550189969265,1346.9875334178148,,872.2264018,-1.481935414,3.5407912725966684,0
1/28/21,Thursday,1075.1396036691344,1327.746044405837,1486.7734770748355,0.382865511,0.119772477,30.43023524768557,19.488786212769508,22.86299182090941,12.763658278945544,1733.8816464312924,,1075.363967905841,-3.677023262,6.88481859,0
1/29/21,Friday,879.872262,971.3990174539033,1919.944357833303,1.182071695,0.97647344,14.92620253407074,19.51203838313305,21.75815918376099,14.753576702895208,1368.3180129763318,,948.5126423698308,-4.601509617,4.541060417360576,0
1/30/21,Saturday,941.6612500413446,1526.6863064602192,1450.5948598508007,0.540463579,-0.049840918,18.19268616653007,1.3055351513292779,21.241642163803128,12.281018137192538,1592.4907972254255,962.3706208297924,944.2323295419015,3.1445082229065684,7.336729266,0
1/31/21,Sunday,879.6586775541206,970.7309213962624,1428.3319695957555,0.623734303,0.471398446,22.082230190507264,16.43678645505805,20.28111210182747,14.55871790323991,1427.4427344931655,955.0478157281883,926.0385065163752,-6.775924298,5.8016463274705705,0
2/1/21,Monday,1370.4556369017876,1260.5270930478066,1370.4916388729682,2.62701E-05,0.087236955,19.730475754971305,12.926198673147626,20.242832690117496,14.414777748337581,1326.244729801269,968.3180989660558,1107.2701982469837,3.9573546246504794,5.815994254499527,0
2/2/21,Tuesday,997.3005550524132,1049.1448299961285,1648.8383942999874,0.65330139,0.571602268,15.088482098113428,12.946842687461825,20.385383079434273,14.191965587301047,1378.986642377052,963.9101939,939.5807264462852,1.4115541469119495,6.189052253935922,0
2/3/21,Wednesday,788.4578142,1187.1723306814015,1463.7551653563794,0.856478735,0.232976146,25.609289281152353,2.566998532293896,20.865657324718676,12.169026585027606,1646.8000769627115,946.7052553113721,855.4726842761344,20.98732354050425,3.160746123124886,0
2/4/21,Thursday,1164.5089824206377,1265.7524820606961,1370.1253923357149,0.176569192,0.082459179,31.600203610086297,13.003743328913068,21.032795662204496,11.242591887333827,1572.205029028551,953.7499105568822,1093.1929708088005,-13.85409392,2.9557275122527544,0
2/5/21,Friday,755.8312700057955,1264.2714430900546,1764.2608064546025,1.33419928,0.395476277,20.980657295119535,19.649651612024957,21.89771777092575,11.26225092003267,1693.6205327553084,947.1718659367366,916.3990803091582,0.29268983904826695,2.8865811032735507,0
2/6/21,Saturday,1041.7727190009512,1284.3841508470568,1783.9206009027275,0.712389438,0.388930718,15.479658551319998,18.23637139078894,21.510142397324312,13.68094181138405,1572.1972165074162,938.0362044667191,960.4890611184097,4.313450998777634,7.0949938297519815,0
2/7/21,Sunday,608.0659752240449,1522.7422538117294,1379.915286852259,1.26935126,-0.093795891,12.255197374732624,8.782613216,20.10628056649936,12.587488491532474,1177.7661073651561,919.8555054465012,873.0430846343202,-2.564025555,3.1085568249630544,0
2/8/21,Monday,734.3627902203139,1290.706860302796,1126.6920097278767,0.534244415,-0.127073665,21.289879906105906,0.7989594657218868,20.32905258809002,10.85502574761451,1922.8829668617586,914.1307610267446,1045.118963575872,-13.37075108,3.3576805836093273,0
2/9/21,Tuesday,1039.3722471738247,1151.1686729418702,1701.5027379673845,0.637048461,0.478065533,25.519386716581288,7.245869800004097,21.81918181929972,10.040601049406265,1575.0338028116937,911.8261023086324,956.2126465675416,12.571027806551944,6.075034253946285,0
2/10/21,Wednesday,1147.6933159990822,1392.8174336576715,1363.0740348479992,0.187664,-0.021354844,22.375838732476907,16.527806232011105,21.35726031234608,12.035002149365868,1602.9343108776459,919.8386641273516,904.1761228966257,3.3693433014405203,4.4959017507302885,0
2/11/21,Thursday,1034.2736562379941,1437.8940977849281,1658.1251198325538,0.603178337,0.153162199,19.98798079540573,14.029982029303321,19.698371338820287,12.181607677993044,1424.632464100688,924.0859843590864,1083.3730850469994,-12.66896713,4.240411515816088,0
2/12/21,Friday,976.8703435223518,954.4784369726015,1105.9792364576329,0.132165843,0.158726267,17.053641741053468,9.186873111879128,19.137369116810845,10.686925035115069,1722.6356586601416,921.7019139993913,925.0378321967573,4.386679626,4.066890062,0
2/13/21,Saturday,939.7792608821422,1319.4800139699717,1678.519467659862,0.786078431,0.272106777,14.53918183640955,1.1020307031766219,19.00301530039507,8.239162079741883,1281.3784878799756,932.4497577,957.5305182275143,17.015660700528567,0.3487366443173041,0
2/14/21,Sunday,704.2956019265146,1340.2345484621796,1257.7656141438438,0.785849025,-0.06153321,24.17375663162441,8.537894556466053,20.705666622808177,8.204202271223172,1621.9658155326986,934.0923966074854,848.9363013903478,-0.363159334,3.066236948071964,0
2/15/21,Monday,856.0311583210582,1140.4872993280017,1646.1528238133048,0.923005732,0.443376726,24.568858106927927,9.380498794,21.17409208006847,9.430136461028285,1084.0733435505922,933.0420187464605,1018.1064199680415,-0.022126695,7.363126273764182,0
2/16/21,Tuesday,907.8722458080425,1475.141362662324,1502.8546135672868,0.655359133,0.018786844,12.271351066546334,18.57111065788272,19.281515558634904,11.048028012153804,1635.4417042700366,936.7233010756246,949.3068750304703,15.680050310433193,3.9212037969320543,0
2/17/21,Wednesday,1211.424445243783,1169.9888825934947,1309.212116120671,0.08072123,0.118995347,27.94919489090342,12.821722071643189,20.077709295552978,10.518587417815528,1284.089917672114,941.6758003664489,948.0687404,-9.703839818,1.1990205879645197,0
2/18/21,Thursday,1068.7236579136923,1225.1152906943084,1418.5927374146438,0.32737095,0.15792591,22.870356104470005,6.233058333092978,20.489477196847872,9.404741175499765,1555.398904085425,950.0200828003801,1081.2803097422413,17.275520426206818,2.984011522263019,0
2/19/21,Friday,647.3919689274533,1165.3856351432262,1637.2636913913402,1.529014523,0.404911509,26.997973225728966,10.506365289014427,21.910095980372944,9.593240057947666,1771.468093349235,947.6818397735307,890.3320992880942,9.729110704,5.719707929509992,0
2/20/21,Saturday,1064.816793878959,1203.1158095162934,1521.1788906230468,0.428582738,0.264366139,13.289361257574424,1.3211061564432014,21.731550183396497,9.624536551271461,1664.5434749000879,940.0714077766854,970.9413027,-9.24218964,5.680069218411476,0
2/21/21,Sunday,922.9835439167367,980.7449826209596,1616.8825960944969,0.751800026,0.648626936,13.170879222922807,19.451364712994735,20.159710553581984,11.183603716489845,1744.8763340235123,939.0093679,858.1922067061465,-6.682689998,4.4114387748773005,0
2/22/21,Monday,864.6155999388083,911.9898234811411,1895.288116903097,1.192058664,1.078189984,19.255153451163515,7.201198039,19.400609888472783,10.872275037097966,1724.1696887295616,934.0463665438609,998.9200674643873,-5.248128337,3.621591905829933,0
2/23/21,Tuesday,1122.3352577681735,1518.9010126449944,1187.1516776577896,0.057751389,-0.218414059,22.51392213447597,9.557347098262717,20.863834326748442,9.584594528580823,1395.1434514180241,947.6225297108898,970.9354228726833,-18.33564214,2.195608028487913,1
2/24/21,Wednesday,1206.199904,1030.6077303363345,1823.4425149937247,0.511724971,0.769288606,28.98180411463482,7.105679484738452,21.011349930138643,8.768017016165862,1619.666034761571,958.125078,980.3351358903409,2.6047174907088095,5.736370072824016,0
2/25/21,Thursday,1186.2560238232397,1001.7215301087385,1520.8711875046426,0.282076682,0.518257462,23.530394569075657,13.650234602324003,21.105641139368025,9.827613626056008,1155.016620811638,963.5941282204062,1094.402274002366,-8.789470032,6.675740835335579,0
2/26/21,Friday,832.1564953554723,769.3219773,1320.2431903353743,0.586532338,0.716112667,18.786593615939832,13.24464316659186,19.932586909398147,10.21879617999564,1362.612716,965.6726352,856.9338073822474,2.965513214313054,7.577760004103689,0
2/27/21,Saturday,938.1575248297571,1072.2076504620995,1233.937274852202,0.315277277,0.150837969,14.86815396167054,14.306446210582713,20.158128724269016,12.07384475915843,1778.5309776568101,961.1065659537581,966.6676008169442,-12.9094325,2.7788252826199136,0
2/28/21,Sunday,1066.2526862807129,935.3820413185003,1462.1759218445934,0.371322146,0.563185797,26.150002863595752,5.362864592238417,22.012289244365157,10.06120188476467,1422.9926395147559,967.3192467625739,850.2815790387183,9.230132368944995,7.731045960812376,0
3/1/21,Monday,1195.1090254244718,1528.4030320272739,1684.330022384892,0.409352608,0.102019551,15.176472871246425,6.313369623,21.429620590091282,9.934369254002783,1126.3996226658512,975.7675059420116,985.2329492322457,7.376259301305024,4.886775825471086,0
3/2/21,Tuesday,904.1651524,1401.963417868527,1474.490175924493,0.630775276,0.051732276,28.142342773861607,2.505024621924159,22.233680681432094,8.926894614525846,1902.7397834662715,976.5843884379057,964.8099012946344,-7.058790141,5.0531439268086125,0
3/3/21,Wednesday,962.8682046672366,1062.3699309644553,1802.2309860494695,0.871731746,0.696425071,18.578076751967455,13.110199436922251,20.747433915336753,9.784683179123531,1612.4500566339439,962.9981406967539,981.5470854,3.5964915788211584,6.7871840812629225,0
3/4/21,Thursday,778.7330051987943,1650.4871610688617,1209.7648619896881,0.55350403,-0.267025585,27.952910363089252,0.795942547,21.379221885910123,7.948355742607681,1652.895644061158,955.7125557016332,1027.2635792645306,0.8292055930957989,3.9180921930405344,0
3/5/21,Friday,760.7586751838659,1396.3530973983188,1497.582210430789,0.968537802,0.072495355,23.39465645029639,11.953646710469181,22.03751657653249,7.763927677447299,1303.9060930156204,954.7892510674682,807.8427735514081,14.822994861529118,0.6723939973019428,0
3/6/21,Saturday,1162.5051644788396,1135.0337232982756,1249.5213111173762,0.074852267,0.100867124,19.31502255278771,17.393917697032677,22.672783518120657,8.204995032654436,1556.8113141059741,954.7224571360748,998.717606,-10.32478968,6.409723096391523,0
3/7/21,Sunday,1271.2480057141647,700.1188570252854,1572.7263765249936,0.2371515,1.246370542,17.403018140869367,17.81664296579267,21.423214272016885,9.984106228876472,1551.5149941778388,971.9030149930204,870.6235786633398,-1.522979785,5.697141488590146,0
3/8/21,Monday,985.5979756839332,1658.1885145181484,1677.377478,0.701888112,0.011572245,18.29546061,8.980755207399234,21.868783949448765,10.36516131232189,1335.703028675265,970.0305235491198,995.0181385130489,-6.406836367,4.279446306246048,0
3/9/21,Tuesday,1200.706579578405,922.0855066472808,1415.8476412637892,0.179178715,0.535484108,22.141583461876188,9.186073764261476,21.011532619165138,11.319596904084364,1466.0360628953683,989.7852103609318,1001.5414675811915,0.4481819710016778,6.245062687874388,0
3/10/21,Wednesday,1072.3272050095268,870.9202506086217,979.1572286745732,-0.086885771,0.124278862,20.385782481088583,1.5393836601603472,21.26977629475387,9.666623221689806,1199.9064574433964,1001.0506908539057,984.5389292,5.332736027835933,6.6538869209303915,0
3/11/21,Thursday,870.9760490789752,1404.5140864019281,1539.789629359299,0.76788975,0.096314835,17.030942959656475,13.415300508860714,19.709495237120617,11.469388644853757,1430.6580934247997,995.4374843,1058.9675915158473,-6.518073781,1.9759873758768474,0
3/12/21,Friday,1072.279121101683,1687.9504812678547,1587.347710346702,0.48034936,-0.059600546,19.17184294841184,16.42518840745691,19.10623616542282,12.108180315852005,1694.7692514519638,992.9236778,860.0006095019443,-3.641062214,5.045025948795455,0
3/13/21,Saturday,1307.6073132931938,1476.8545637021036,1580.8589509923395,0.208970717,0.070422904,20.39288514859575,4.893101092094261,19.260216536252546,10.322349372289372,1350.630348201583,1002.0347996560039,1051.2257084178466,9.660407980573627,0.4448747863018312,0
3/14/21,Sunday,992.8347921780097,1312.7818240104718,1747.1564383644309,0.759765524,0.330881039,9.356329528,8.426017632667293,18.11068959154634,8.980831467557177,1881.4595672853106,1002.566947944526,895.0487056939515,13.573246619264427,4.752613620976434,0
3/15/21,Monday,1312.9287311628013,1318.950868333057,1285.7892640701903,-0.020670937,-0.025142411,22.290840573943495,16.776786735305407,18.681458157356897,10.094550257258058,1212.7816974929888,1015.0052636205478,1026.2780465935173,4.9351603520287854,4.254515511942621,0
3/16/21,Tuesday,476.05097918205115,1370.6831117560616,1636.043221,2.436697523,0.193596979,15.101393876415965,17.54240935324576,17.675716788005435,11.288312484255812,1447.9649300408812,1007.3971095290657,958.7484419,-1.379630987,5.9838180348544805,0
3/17/21,Wednesday,1164.3805008750448,1351.785717957353,1738.501502495595,0.493069921,0.286077726,14.233337983971275,4.863599605284518,16.796796145560105,11.763200476416406,1368.714007277175,1017.675420947532,1040.394084377278,-2.33096921,2.8538895407521467,0
3/18/21,Thursday,1017.4094136476342,1256.2382847938752,1144.2824831986966,0.124702079,-0.089119877,11.56327826444645,11.011412690827285,16.015701189101527,11.41978793098306,1463.9638337254262,1021.3266598755184,1024.5025489987627,5.481263287272902,4.157026928296963,0
3/19/21,Friday,940.1985299068265,1220.8402207903753,1563.9303651837954,0.663404393,0.281027884,11.03053751066055,3.849863012716541,14.852657555137059,9.623312875,1774.2949564281844,1012.2857960309532,858.1698333,2.2776700140487174,-1.432114399,0
3/20/21,Saturday,1018.3521553071005,1187.4813744200956,1399.1640337984657,0.373949106,0.178261878,13.222762484438555,2.037575282791131,13.82835431740032,9.215380616119704,1303.1089007071807,1010.6067459440668,1051.831522714036,-16.48975838,6.115007642067674,0
3/21/21,Sunday,602.4862170798215,1049.2070822266646,1483.6954653796708,1.462621423,0.41411118,16.45489521184755,18.22241002783915,14.84243512938912,10.614865244001399,1409.745893814094,1009.1098875491458,880.9781874842656,5.7238523230790275,4.823200166411853,0
3/22/21,Monday,956.0656224324977,1143.864984626645,1569.5352967076674,0.641660635,0.372133353,29.76629568763284,16.410150084642183,15.91035729,10.562488579620938,1630.9011505446279,1005.4848485009303,1034.395817510709,-8.605697894,5.174482875641219,0
3/23/21,Tuesday,1071.4225143023493,861.4086371609229,1402.5542871772896,0.309058069,0.628210151,17.37060162052398,15.200698036063478,16.234529823360173,10.22795839145204,1518.6317559835304,1010.4328141804507,964.9031914120252,-14.16936408,2.013138527930548,0
3/24/21,Wednesday,1295.5788089483033,1180.332075,1364.8583841676777,0.053473841,0.156334233,20.888750531340158,0.9753263762628084,17.18530304441287,9.672490787306083,1535.0349898618006,1024.7982544807671,1106.1162749313735,-16.68344888,5.79612435,0
3/25/21,Thursday,896.3459563452706,1002.2817785698165,1506.830483497605,0.681081365,0.503400057,22.002406932531642,16.874575854205148,18.676607139853612,10.510085524931492,1306.9447320800884,1017.2652777666705,1002.1533430832798,-2.161043712,8.305499407028451,0
3/26/21,Friday,838.3012794213624,979.2821365568458,1282.5508122274396,0.529940182,0.309684681,20.655325931079243,8.760881518107675,20.05157691419914,11.211659597130225,1485.6833056795006,1005.0019902640762,852.9734604281012,-10.16524362,4.6301745622476185,0
3/27/21,Saturday,899.6485912830926,1235.9788302306956,1282.834974222963,0.425928953,0.037910151,19.612782696370033,6.847902465917192,20.964436944475064,11.898849194719663,1726.3156903079048,995.4484091794046,1046.5799403692545,-23.2636156,6.300177816163289,0
3/28/21,Sunday,1183.0804235404148,1478.4004572689198,1635.8746565913007,0.382724812,0.106516606,14.023531182003776,10.929527220507529,20.617099225925955,10.857008793672287,1178.0958033838042,1007.1458734522361,918.9059057325525,-3.584555068,3.2587579537482307,0
3/29/21,Monday,1065.750221931937,1383.6633212004626,1270.2411929682687,0.191875138,-0.081972346,27.25463774139606,1.8270648544711166,20.258290947892128,8.773710904,1360.5381698601946,1011.3989633556422,996.3076406394778,-4.905708349,4.8462876199058895,0
3/30/21,Tuesday,894.0479592465922,885.8998792753646,1633.2625001818424,0.826817547,0.843619734,29.035983218189426,15.132930987047978,21.924774033272904,8.764029896645635,1136.8916740949328,1005.6588057878381,951.9966169362974,-1.499011147,1.9373187720836653,0
3/31/21,Wednesday,1102.6534866226712,1002.0743726859325,1592.5182585707903,0.44425994,0.589221621,11.586706529386571,11.648701537765918,20.595910604422393,10.288797776860365,1607.3951393887482,1002.5769544944446,1145.3907339831048,-6.28897954,6.576243609386925,0
4/1/21,Thursday,1019.4155098696081,1388.1542375976433,1154.8386542418807,0.132843912,-0.168076124,14.879857045568102,3.7318019374633504,19.578403477713316,8.411258646,1745.094109062894,1006.4186330757335,984.0166590144011,18.29329663527278,5.319681154330794,0
4/2/21,Friday,1193.7289981065778,1003.5025212923381,1364.487069532869,0.143045927,0.359724605,18.60094828811497,3.764643995380912,19.28492095728985,7.697510428364857,1463.3180025415913,1014.1139928570449,907.7106764406992,5.173372946836405,2.5614272283478745,0
4/3/21,Saturday,859.5893812245295,1155.073370000595,1738.8218806094744,1.022851746,0.505377862,15.177311025449043,3.6849730314534845,18.651282147158277,7.245663366298613,1298.8959970969406,1016.8092053912362,1023.8070231472018,-4.996133236,3.396275646323837,0
4/4/21,Sunday,934.4675706804463,1310.0104198049103,1303.7668937720637,0.395197581,-0.004766012,22.529827767279325,1.1400477510386797,19.866467373626215,5.847166299231634,1304.750709709093,1022.5995019077887,959.7061051646026,-0.636268374,5.122172345196625,0
4/5/21,Monday,921.5783693735684,1006.331109027273,1407.1191475381224,0.526857828,0.398266569,16.358638987966934,11.755968987433697,18.309896123136337,7.265581175369145,1440.5885584254515,1014.568608737613,1019.7095880336346,14.146426674953478,6.847730031928349,0
4/6/21,Tuesday,707.2970103735763,1221.075101229192,1592.4121786503792,1.251405216,0.304106666,30.825280339033014,16.806963551770163,18.565509997542566,7.504728684615173,1439.825590921695,995.7702422262602,910.4872123362666,9.566228117354912,7.959054407037035,0
4/7/21,Wednesday,1059.2240554129153,933.1949010163592,1656.678101856519,0.56404879,0.775275561,25.95274297171798,0.34996428,20.617800917875623,5.8906233620411514,1682.3663557026741,998.2244448838929,1134.332076409834,-13.96211814,4.731749241909687,0
4/8/21,Thursday,1052.2110544359778,1079.7264712097572,1449.692222791101,0.377758024,0.342647663,21.062870153161075,0.980092899,21.50108850467462,5.497522070892883,1366.2247931113975,993.2745940458119,986.2588338,-9.742905608,2.270702652261239,1
4/9/21,Friday,1001.0226913284922,1263.9563868285074,1380.4979610616717,0.37908758,0.092203794,25.13493131659866,11.455405533738915,22.434514651600864,6.5962022906583115,1587.0156676371719,990.8977769231109,910.7297199164666,-7.81846874,5.476930280647589,0
4/10/21,Saturday,953.0825733249707,881.4012532936661,1784.4739723397015,0.87231833,1.024587514,25.529502121786543,16.389913707721046,23.91339909393479,8.411193815839392,1438.9059941504263,993.6346611,1025.4699372025555,-4.396999509,8.569764798064703,0
4/11/21,Sunday,716.9258515899171,1288.0949475920797,1847.7799327595158,1.577365468,0.434506001,17.180262559708783,6.534777811372672,23.149175492853285,9.181869538744248,1351.0486089520325,981.7895520809184,961.2848863725279,-5.954232029,1.7545031893549705,0
4/12/21,Monday,915.8709354469282,1196.0724402146639,1695.7716101563592,0.851539933,0.417783366,15.918913777290175,6.992287976154444,23.08635760561375,8.50134368,1433.9247873318045,968.7316728193763,1027.1895601743684,0.3400925486107758,3.0908087014221377,0
4/13/21,Tuesday,931.4570966946461,1310.4979908834296,1517.063628513005,0.628699415,0.157623773,20.390715314848237,11.926929949935518,21.595705459301637,7.804196023,1567.307676374196,966.6857496365975,913.4353186970919,7.357213110188878,6.2219286884932865,0
4/14/21,Wednesday,839.5445461556762,1244.7828268129324,1338.3468556718146,0.594134417,0.075164942,24.308180622489722,5.484257782,21.360767980840457,8.537666522975858,1682.9866779763404,950.9062768030267,1087.8470890238204,9.026602893824856,5.307198270508333,0
4/15/21,Thursday,967.7428576667982,1472.8280859947688,1333.9111186886869,0.378373509,-0.094319879,20.695301993267087,0.5321673215536826,21.308258243712746,8.473677155,1449.605362568302,967.2960060858516,973.6362337582872,-3.267973429,3.9099605434703975,0
4/16/21,Friday,1080.8101713629076,1225.0449005295814,1604.5028210531516,0.484537122,0.309750214,12.115017589045014,14.704570362031921,19.448270568347937,8.937843558750318,1259.2123738404462,964.5103284354469,964.9069952208986,-16.34693519,5.440227746602905,0
4/17/21,Saturday,1377.237180242106,1114.1188917749494,1583.6796441777367,0.149896087,0.421463774,15.985877780245788,12.512998258829063,18.084895662413544,8.383998494622892,1699.942960653088,976.5045873219294,1064.5224854979488,-10.40409942,6.955090403708631,0
4/18/21,Sunday,1034.9155625663677,1224.4595006064567,1780.319718589286,0.720256012,0.453963743,19.63013568202811,11.615119981113182,18.43487753703059,9.109761662,1320.366123369577,979.6618217439141,975.2763887037318,-5.197747896,4.803327315615002,0
4/19/21,Monday,1051.5100781445528,1308.6596058072776,1630.0900185072278,0.55023718,0.245618044,19.62167197837085,14.833682579836463,18.963842994327827,10.22996089082611,1552.1646335355065,980.7670858384959,1050.5513699500864,-12.45034459,4.627984611415807,0
4/20/21,Tuesday,985.1108168467665,1209.7720140651409,1199.3839396480364,0.217511694,-0.008586803,29.862710883949042,13.50461675124075,20.316985218485087,10.455344719584001,1495.0334664592492,993.5212391640606,896.2822636,11.40858986701614,6.178048339851433,0
4/21/21,Wednesday,616.2457569401918,1208.1183382407764,1710.3895235445837,1.775499067,0.415746678,13.07006028800501,4.117639763566423,18.711539456415842,10.260113574024498,1468.285981530756,982.1939103143172,1014.1028205789457,-11.79541059,4.4589702361916075,1
4/22/21,Thursday,994.6972249101566,1059.6016624386489,1300.3878745371173,0.3073203,0.227242199,22.527946209179373,7.049620938867022,18.973345772974742,11.191178376497831,1402.6047399623988,979.6364006679107,949.6913838941518,6.170630447352031,7.285047121756261,0
4/23/21,Friday,1012.0460419882053,1067.4198164898103,1423.2057456095297,0.406265809,0.333313963,27.44556554164145,2.522202834,21.163424051917087,9.450840158146487,1624.0297560830927,970.1853084359075,987.3931885499901,-16.81880355,9.053479356968703,0
